0.0000,0.0294,1.0000,0.3000,0.0506,1.0000,1.0000,1.0000,0.5000,0.0000,1.0000,0.0000,1.0000,0.5000,0.3333,0.6667,0.0000,1.0000,0.0000,1.0000,0.8571,1
0.3333,0.6471,0.5000,0.3000,0.3137,0.0000,0.5000,0.3333,0.0000,0.0000,0.3333,0.0000,1.0000,0.5000,0.0000,0.6667,0.0000,0.0000,0.0000,0.0000,0.0536,0
1.0000,0.1176,1.0000,0.6000,0.1016,0.0000,0.7500,0.3333,0.5000,0.0000,0.6667,0.0000,1.0000,0.5000,0.0000,0.3333,1.0000,0.0000,0.0000,1.0000,0.5357,1
0.0000,0.5588,0.5000,0.2000,0.4199,0.0000,0.7500,0.3333,0.5000,1.0000,1.0000,0.3333,1.0000,1.0000,0.0000,0.6667,1.0000,0.0000,0.0000,1.0000,0.4643,1
0.0000,0.2941,0.7500,0.0000,0.2542,0.0000,0.5000,0.6667,0.5000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.6667,1.0000,0.0000,0.0000,1.0000,0.6071,0
1.0000,0.4706,0.5000,0.6000,0.4845,1.0000,0.5000,0.3333,0.5000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.3333,1.0000,1.0000,0.0000,1.0000,0.2857,1
0.3333,0.4706,0.5000,0.1000,0.3685,0.0000,0.5000,0.3333,0.5000,0.0000,0.3333,0.6667,1.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000,0.2857,1
1.0000,0.1176,0.5000,0.3000,0.1546,0.7500,0.7500,0.3333,0.0000,0.0000,1.0000,0.0000,1.0000,0.5000,0.0000,0.3333,0.0000,0.0000,0.0000,1.0000,0.7500,1
0.3333,0.3824,1.0000,0.0000,0.2742,0.0000,0.0000,1.0000,1.0000,0.0000,0.3333,0.6667,1.0000,0.5000,0.3333,1.0000,0.0000,0.0000,0.0000,1.0000,0.1607,0
0.3333,0.1176,0.5000,0.0000,0.0575,0.0000,0.2500,0.6667,0.0000,0.0000,0.0000,0.6667,1.0000,0.0000,0.0000,0.6667,0.0000,0.0000,0.0000,0.0000,0.1071,0
0.0000,0.6471,0.5000,0.9000,0.2233,0.0000,0.2500,0.6667,0.0000,0.0000,1.0000,0.3333,1.0000,0.0000,0.0000,0.6667,0.0000,0.0000,0.0000,0.0000,0.0893,0
0.3333,0.1176,0.5000,0.3000,0.0725,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.6667,1.0000,0.5000,0.0000,0.6667,0.0000,1.0000,0.0000,0.0000,0.0536,1
0.0000,0.2941,1.0000,0.0000,0.0522,0.0000,1.0000,1.0000,0.5000,0.0000,1.0000,0.6667,1.0000,0.5000,0.3333,0.3333,0.0000,0.0000,0.0000,1.0000,0.7321,0
0.0000,0.1618,0.5000,0.0000,0.0634,0.0000,0.5000,0.3333,0.0000,0.0000,1.0000,0.6667,1.0000,0.0000,0.0000,0.6667,0.0000,0.0000,0.0000,0.0000,0.1607,1
0.0000,0.2941,0.5000,0.3000,0.0568,0.2500,0.5000,1.0000,0.0000,0.0000,0.3333,0.6667,1.0000,0.5000,0.0000,0.3333,0.0000,0.0000,0.0000,0.0000,0.2321,0
1.0000,0.2941,1.0000,0.3000,0.1196,1.0000,1.0000,1.0000,0.5000,0.0000,1.0000,0.3333,1.0000,0.5000,0.3333,0.6667,0.0000,0.0000,0.0000,1.0000,0.6071,1
0.0000,0.3824,0.0000,0.9000,0.4304,1.0000,0.2500,0.3333,0.5000,0.0000,0.6667,0.6667,0.0000,0.5000,0.6667,0.6667,0.0000,0.0000,0.0000,1.0000,0.1071,1
